company,date,exercice,concept,amount,price
abengoa_(b),17/04/2015,2014,Unico,0.1130,"0,0098"
abengoa_(b),09/04/2014,2013,Unico,0.1110,"0,0098"
abengoa_(b),09/04/2013,2012,Unico,0.0720,"0,0098"
dia,17/07/2018,2017,Unico,0.1800,"0,0915"
dia,18/07/2017,2016,Unico,0.2100,"0,0915"
dia,14/07/2016,2015,Unico,0.2000,"0,0915"
dia,16/07/2014,2013,Unico,0.1600,"0,0915"
dia,16/07/2013,2012,Unico,0.1300,"0,0915"
dia,16/07/2012,2011,A Cuenta,0.1100,"0,0915"
"deoleo,_s.a.",18/06/2008,2007,Unico,0.0360,"0,0242"
"deoleo,_s.a.",04/07/2007,2006,Unico,0.0182,"0,0242"
"deoleo,_s.a.",12/07/2006,2005,Unico,0.0182,"0,0242"
"deoleo,_s.a.",11/05/2005,2004,Unico,0.1200,"0,0242"
"deoleo,_s.a.",09/01/2004,2003,Unico,0.1000,"0,0242"
dominion,,,,0.0000,"3,7000"
corp.fi.alba,29/10/2019,2019,A Cuenta,0.5000,"45,6000"
corp.fi.alba,24/06/2019,2018,Complementario,0.5000,"45,6000"
corp.fi.alba,29/10/2018,2018,A Cuenta,0.5000,"45,6000"
corp.fi.alba,22/06/2018,2017,Complementario,0.5000,"45,6000"
corp.fi.alba,26/10/2017,2017,A Cuenta,0.5000,"45,6000"
corp.fi.alba,21/06/2017,2016,Complementario,0.5000,"45,6000"
corp.fi.alba,31/10/2016,2016,A Cuenta,0.5000,"45,6000"
corp.fi.alba,15/06/2016,2015,Complementario,0.5000,"45,6000"
corp.fi.alba,28/10/2015,2015,A Cuenta,0.5000,"45,6000"
corp.fi.alba,15/06/2015,2014,Complementario,0.5000,"45,6000"
corp.fi.alba,30/10/2014,2014,A Cuenta,0.5000,"45,6000"
corp.fi.alba,16/06/2014,2013,Complementario,0.5000,"45,6000"
corp.fi.alba,16/10/2013,2013,A Cuenta,0.5000,"45,6000"
corp.fi.alba,17/06/2013,2012,Complementario,0.5000,"45,6000"
corp.fi.alba,30/10/2012,2012,A Cuenta,0.5000,"45,6000"
corp.fi.alba,11/06/2012,2011,Complementario,0.5000,"45,6000"
corp.fi.alba,28/10/2011,2011,A Cuenta,0.5000,"45,6000"
corp.fi.alba,15/06/2011,2010,Complementario,0.5000,"45,6000"
corp.fi.alba,20/04/2011,2011,A Cuenta,3.0000,"45,6000"
corp.fi.alba,29/10/2010,2010,A Cuenta,0.5000,"45,6000"
corp.fi.alba,07/06/2010,2009,Complementario,0.5000,"45,6000"
corp.fi.alba,10/11/2009,2009,A Cuenta,0.5000,"45,6000"
corp.fi.alba,01/07/2009,2008,Complementario,0.3750,"45,6000"
corp.fi.alba,29/12/2008,2008,A Cuenta,0.3150,"45,6000"
corp.fi.alba,10/11/2008,2008,A Cuenta,0.0600,"45,6000"
corp.fi.alba,12/06/2008,2007,Complementario,0.0600,"45,6000"
corp.fi.alba,08/11/2007,2007,A Cuenta,0.0600,"45,6000"
corp.fi.alba,12/06/2007,2006,Complementario,0.0600,"45,6000"
corp.fi.alba,08/11/2006,2006,A Cuenta,0.0600,"45,6000"
corp.fi.alba,12/06/2006,2005,A Cuenta,0.0600,"45,6000"
corp.fi.alba,11/11/2005,2005,A Cuenta,0.0600,"45,6000"
corp.fi.alba,09/06/2005,2004,Complementario,0.0600,"45,6000"
corp.fi.alba,11/11/2004,2004,A Cuenta,0.0600,"45,6000"
corp.fi.alba,09/06/2004,2003,Complementario,0.0600,"45,6000"
corp.fi.alba,10/11/2003,2003,A Cuenta,0.0600,"45,6000"
corp.fi.alba,09/06/2003,2002,Complementario,0.0600,"45,6000"
corp.fi.alba,11/11/2002,2002,A Cuenta,0.0600,"45,6000"
corp.fi.alba,11/06/2002,2001,Complementario,0.0600,"45,6000"
corp.fi.alba,12/11/2001,2001,A Cuenta,0.0600,"45,6000"
corp.fi.alba,11/06/2001,2000,Complementario,0.0600,"45,6000"
corp.fi.alba,10/11/2000,2000,A Cuenta,0.0600,"45,6000"
corp.fi.alba,12/06/2000,1999,Complementario,0.0600,"45,6000"
coemac,15/04/2010,2009,A Cuenta,0.0320,"2,8700"
coemac,17/04/2009,2008,A Cuenta,0.1000,"2,8700"
coemac,26/05/2008,2007,Unico,0.2094,"2,8700"
coemac,02/07/2007,2006,Unico,0.1592,"2,8700"
coemac,03/07/2006,2005,Unico,0.1100,"2,8700"
coemac,01/07/2005,2004,Unico,0.1700,"2,8700"
coemac,17/01/2003,2002,Unico,0.1200,"2,8700"
coemac,01/07/2002,2001,Complementario,0.1200,"2,8700"
coemac,02/01/2002,2001,A Cuenta,0.1200,"2,8700"
cie_automot.,03/01/2020,2019,A Cuenta,0.3700,"19,5200"
cie_automot.,03/07/2019,2018,Complementario,0.3100,"19,5200"
cie_automot.,04/01/2019,2018,A Cuenta,0.3100,"19,5200"
cie_automot.,03/07/2018,2017,Complementario,0.2800,"19,5200"
cie_automot.,05/01/2018,2017,A Cuenta,0.2800,"19,5200"
cie_automot.,05/07/2017,2016,Complementario,0.2100,"19,5200"
cie_automot.,05/01/2017,2016,A Cuenta,0.2000,"19,5200"
cie_automot.,05/07/2016,2015,Complementario,0.1700,"19,5200"
coemac,02/07/2001,2000,Complementario,0.1448,"2,8700"
coemac,08/01/2001,2000,A Cuenta,0.1202,"2,8700"
coemac,27/06/2000,1999,Complementario,0.1322,"2,8700"
cie_automot.,04/01/2016,2015,A Cuenta,0.1600,"19,5200"
cie_automot.,03/07/2015,2014,Complementario,0.1000,"19,5200"
cie_automot.,05/01/2015,2014,A Cuenta,0.1000,"19,5200"
cie_automot.,03/07/2014,2013,Complementario,0.0900,"19,5200"
cie_automot.,03/01/2014,2013,A Cuenta,0.0900,"19,5200"
cie_automot.,03/07/2013,2012,Complementario,0.0900,"19,5200"
cie_automot.,03/01/2013,2012,A Cuenta,0.0900,"19,5200"
cie_automot.,08/05/2012,2011,Complementario,0.0900,"19,5200"
cie_automot.,03/01/2012,2011,A Cuenta,0.0900,"19,5200"
cie_automot.,08/05/2008,2007,Complementario,0.0700,"19,5200"
cie_automot.,21/12/2007,2007,A Cuenta,0.0600,"19,5200"
cie_automot.,15/05/2007,2006,Complementario,0.0500,"19,5200"
cie_automot.,27/12/2006,2006,A Cuenta,0.0600,"19,5200"
cie_automot.,31/05/2006,2005,Complementario,0.0500,"19,5200"
cie_automot.,26/12/2005,2005,A Cuenta,0.2000,"19,5200"
cie_automot.,15/06/2005,2004,Complementario,0.1400,"19,5200"
cie_automot.,15/12/2004,2004,A Cuenta,0.1000,"19,5200"
cie_automot.,30/06/2004,2003,Complementario,0.1000,"19,5200"
cie_automot.,30/12/2003,2003,Unico,0.1000,"19,5200"
cie_automot.,15/07/2002,2001,Unico,0.4500,"19,5200"
cie_automot.,16/07/2001,2000,Unico,0.4508,"19,5200"
cie_automot.,20/07/2000,1999,Complementario,40.0000,"19,5200"
cie_automot.,24/01/2000,1999,A Cuenta,35.0000,"19,5200"
codere,,,,0.0000,"2,8400"
cellnex,14/12/2017,2017,A Cuenta,0.0440,"45,3700"
cellnex,11/05/2017,2016,Complementario,0.0423,"45,3700"
cellnex,16/12/2016,2016,A Cuenta,0.0440,"45,3700"
cellnex,14/07/2016,2015,Complementario,0.0470,"45,3700"
cellnex,03/12/2015,2015,A Cuenta,0.0400,"45,3700"
cleop,23/06/2008,2007,Unico,0.0854,"1,1500"
cleop,15/06/2007,2006,Unico,0.0732,"1,1500"
cleop,15/06/2006,2005,Unico,0.1647,"1,1500"
cleop,15/06/2005,2004,Unico,0.1412,"1,1500"
cleop,15/06/2004,2003,Unico,0.0941,"1,1500"
cleop,01/06/2003,2002,Unico,0.0824,"1,1500"
d.e.anclaje,05/12/2019,2019,A Cuenta,0.1402,"10,0000"
d.e.anclaje,04/10/2019,2019,A Cuenta,0.1402,"10,0000"
d.e.anclaje,04/09/2019,2019,A Cuenta,0.1402,"10,0000"
d.e.anclaje,05/07/2019,2018,Complementario,0.1402,"10,0000"
d.e.anclaje,05/04/2019,2018,A Cuenta,0.1402,"10,0000"
d.e.anclaje,17/06/2010,2009,Unico,0.3424,"10,0000"
d.felguera,17/09/2015,2015,A Cuenta,0.0222,"0,3340"
d.felguera,20/07/2015,2014,Complementario,0.0444,"0,3340"
d.felguera,17/03/2015,2014,A Cuenta,0.0444,"0,3340"
d.felguera,17/12/2014,2014,A Cuenta,0.0666,"0,3340"
d.felguera,15/09/2014,2014,A Cuenta,0.0666,"0,3340"
d.felguera,16/07/2014,2013,Complementario,0.0666,"0,3340"
d.felguera,17/03/2014,2013,A Cuenta,0.0600,"0,3340"
d.felguera,17/12/2013,2013,A Cuenta,0.0666,"0,3340"
d.felguera,15/10/2013,2013,A Cuenta,0.0666,"0,3340"
d.felguera,14/06/2013,2012,Complementario,0.1000,"0,3340"
d.felguera,15/03/2013,2012,A Cuenta,0.1000,"0,3340"
d.felguera,17/12/2012,2012,A Cuenta,0.1004,"0,3340"
d.felguera,17/09/2012,2012,A Cuenta,0.1004,"0,3340"
d.felguera,15/06/2012,2011,Complementario,0.1104,"0,3340"
d.felguera,15/03/2012,2011,A Cuenta,0.1100,"0,3340"
d.felguera,15/12/2011,2011,A Cuenta,0.1100,"0,3340"
d.felguera,12/09/2011,2011,A Cuenta,0.1100,"0,3340"
d.felguera,07/07/2011,2010,Complementario,0.1000,"0,3340"
d.felguera,15/03/2011,2010,A Cuenta,0.1000,"0,3340"
d.felguera,15/12/2010,2010,A Cuenta,0.0800,"0,3340"
d.felguera,20/10/2010,2010,A Cuenta,0.0800,"0,3340"
d.felguera,15/06/2010,2009,Complementario,0.1268,"0,3340"
d.felguera,11/03/2010,2009,A Cuenta,0.1327,"0,3340"
d.felguera,10/12/2009,2009,A Cuenta,0.1021,"0,3340"
d.felguera,15/09/2009,2009,A Cuenta,0.0919,"0,3340"
d.felguera,10/06/2009,2008,Complementario,0.0918,"0,3340"
d.felguera,12/03/2009,2008,A Cuenta,0.0813,"0,3340"
d.felguera,10/12/2008,2008,A Cuenta,0.0914,"0,3340"
d.felguera,26/09/2008,2008,A Cuenta,0.0711,"0,3340"
d.felguera,17/06/2008,2007,Complementario,0.0800,"0,3340"
cevasa,03/07/2019,2019,Unico,0.2000,"8,4000"
cevasa,03/07/2018,2017,Unico,0.1800,"8,4000"
cevasa,03/07/2017,2016,Unico,0.1500,"8,4000"
cevasa,04/07/2016,2015,Unico,0.1300,"8,4000"
cevasa,22/06/2015,2014,Unico,3.0000,"8,4000"
d.felguera,12/03/2008,2007,A Cuenta,0.1500,"0,3340"
d.felguera,11/12/2007,2007,A Cuenta,0.0700,"0,3340"
d.felguera,07/06/2007,2006,Complementario,0.0670,"0,3340"
d.felguera,20/03/2007,2006,A Cuenta,0.0500,"0,3340"
d.felguera,15/12/2006,2006,A Cuenta,0.0500,"0,3340"
d.felguera,08/06/2006,2005,Complementario,0.1600,"0,3340"
d.felguera,01/03/2006,2005,A Cuenta,0.1600,"0,3340"
d.felguera,16/12/2005,2005,A Cuenta,0.1600,"0,3340"
d.felguera,18/08/2005,2004,Unico,0.2400,"0,3340"
d.felguera,14/08/2003,2002,Unico,0.2500,"0,3340"
cevasa,02/07/2014,2013,Unico,1.3000,"8,4000"
cevasa,15/05/2013,2012,Unico,1.3000,"8,4000"
cevasa,27/06/2012,2011,Complementario,0.6947,"8,4000"
cevasa,27/06/2012,2011,Unico,1.6052,"8,4000"
cevasa,27/12/2011,2011,A Cuenta,1.0000,"8,4000"
cevasa,27/06/2011,2010,Complementario,3.0630,"8,4000"
cevasa,10/01/2011,2010,A Cuenta,1.0000,"8,4000"
cevasa,06/07/2010,2009,Complementario,2.1708,"8,4000"
cevasa,22/12/2009,2009,A Cuenta,1.0000,"8,4000"
cevasa,06/07/2009,2008,Complementario,3.0870,"8,4000"
cevasa,15/01/2009,2008,A Cuenta,1.0000,"8,4000"
cevasa,02/07/2008,2007,Complementario,3.1447,"8,4000"
d.felguera,31/07/2002,2001,Unico,0.2500,"0,3340"
d.felguera,22/05/2001,2000,Unico,0.3500,"0,3340"
d.felguera,10/07/2000,1999,Unico,0.2530,"0,3340"
cevasa,18/01/2008,2007,A Cuenta,1.0000,"8,4000"
cevasa,04/07/2007,2006,Complementario,3.0208,"8,4000"
cevasa,15/01/2007,2006,A Cuenta,1.0000,"8,4000"
cevasa,07/07/2006,2005,Complementario,2.5389,"8,4000"
cevasa,30/01/2006,2005,A Cuenta,0.5000,"8,4000"
cevasa,08/07/2005,2004,Complementario,0.8178,"8,4000"
cevasa,20/01/2005,2004,A Cuenta,0.4000,"8,4000"
cevasa,08/07/2004,2003,Complementario,0.5077,"8,4000"
cevasa,12/01/2004,2003,A Cuenta,0.4000,"8,4000"
cevasa,08/07/2003,2002,Complementario,0.5159,"8,4000"
cevasa,27/01/2003,2002,A Cuenta,0.4000,"8,4000"
cevasa,15/07/2002,2001,Complementario,0.5076,"8,4000"
cevasa,11/02/2002,2001,A Cuenta,0.4000,"8,4000"
cevasa,10/07/2001,2000,Complementario,0.5070,"8,4000"
cevasa,16/01/2001,2000,A Cuenta,0.4207,"8,4000"
cevasa,10/07/2000,1999,Complementario,0.4891,"8,4000"
cevasa,10/02/2000,1999,A Cuenta,0.4207,"8,4000"
ccep,03/12/2019,2019,A Cuenta,0.6200,"49,2000"
ccep,06/06/2019,2019,A Cuenta,0.6200,"49,2000"
ccep,20/11/2018,2018,A Cuenta,0.2800,"49,2000"
ccep,06/09/2018,2018,A Cuenta,0.2600,"49,2000"
ccep,29/05/2018,2018,A Cuenta,0.2600,"49,2000"
ccep,15/03/2018,2018,A Cuenta,0.2600,"49,2000"
ccep,04/12/2017,2017,A Cuenta,0.2100,"49,2000"
ccep,11/09/2017,2017,A Cuenta,0.2100,"49,2000"
ccep,05/06/2017,2017,A Cuenta,0.2100,"49,2000"
ccep,24/04/2017,2016,A Cuenta,0.2100,"49,2000"
ccep,13/01/2017,2016,A Cuenta,0.1700,"49,2000"
ccep,17/10/2016,2016,A Cuenta,0.1700,"49,2000"
vocento,10/05/2019,2018,A Cuenta,0.0320,"1,1900"
vocento,12/05/2008,2007,Complementario,0.1942,"1,1900"
vocento,10/10/2007,2007,A Cuenta,0.3078,"1,1900"
vocento,08/05/2007,2006,Complementario,0.1073,"1,1900"
vocento,10/01/2007,2006,A Cuenta,0.1222,"1,1900"
viscofan,19/12/2019,2019,A Cuenta,0.6500,"48,9000"
viscofan,06/06/2019,2018,Complementario,0.9500,"48,9000"
viscofan,20/12/2018,2018,A Cuenta,0.6400,"48,9000"
viscofan,07/06/2018,2017,Complementario,0.9200,"48,9000"
viscofan,22/03/2018,2018,Extraordinario,0.1300,"48,9000"
viscofan,21/12/2017,2017,A Cuenta,0.6200,"48,9000"
viscofan,08/06/2017,2016,Complementario,0.8700,"48,9000"
viscofan,22/12/2016,2016,A Cuenta,0.5700,"48,9000"
viscofan,09/06/2016,2015,Complementario,0.8200,"48,9000"
viscofan,29/12/2015,2015,A Cuenta,0.5200,"48,9000"
viscofan,04/06/2015,2014,Complementario,0.7240,"48,9000"
viscofan,29/12/2014,2014,A Cuenta,0.4500,"48,9000"
viscofan,04/06/2014,2013,Complementario,0.7040,"48,9000"
viscofan,23/12/2013,2013,A Cuenta,0.4100,"48,9000"
viscofan,04/06/2013,2012,Complementario,0.6940,"48,9000"
viscofan,20/12/2012,2012,A Cuenta,0.4000,"48,9000"
viscofan,05/06/2012,2011,Complementario,0.6340,"48,9000"
viscofan,22/12/2011,2011,A Cuenta,0.3600,"48,9000"
viscofan,05/05/2011,2010,Complementario,0.2040,"48,9000"
viscofan,22/12/2010,2010,A Cuenta,0.3000,"48,9000"
viscofan,22/12/2009,2009,Unico,0.2600,"48,9000"
viscofan,28/01/2009,2008,A Cuenta,0.2050,"48,9000"
viscofan,21/01/2008,2007,A Cuenta,0.1900,"48,9000"
viscofan,30/01/2007,2006,A Cuenta,0.1400,"48,9000"
viscofan,27/01/2006,2005,A Cuenta,0.0780,"48,9000"
viscofan,27/01/2005,2004,A Cuenta,0.0780,"48,9000"
viscofan,29/01/2004,2003,Unico,0.0780,"48,9000"
viscofan,29/01/2003,2002,Unico,0.0780,"48,9000"
viscofan,04/07/2002,2001,Complementario,0.0540,"48,9000"
viscofan,29/01/2002,2001,A Cuenta,0.0480,"48,9000"
viscofan,04/07/2001,2000,Complementario,0.0481,"48,9000"
viscofan,29/01/2001,2000,A Cuenta,0.0481,"48,9000"
viscofan,05/07/2000,1999,Complementario,0.0541,"48,9000"
viscofan,31/01/2000,1999,A Cuenta,0.0481,"48,9000"
cam,10/06/2010,2009,Complementario,0.0891,"1,3400"
cam,22/12/2009,2009,A Cuenta,0.0709,"1,3400"
cam,17/06/2009,2008,Complementario,0.0438,"1,3400"
cam,10/02/2009,2008,A Cuenta,0.0438,"1,3400"
zardoya_otis,10/01/2020,2019,A Cuenta,0.0800,"6,9800"
zardoya_otis,10/10/2019,2019,A Cuenta,0.0800,"6,9800"
zardoya_otis,10/07/2019,2018,n.a. (14R),0.0800,"6,9800"
zardoya_otis,10/04/2019,2019,A Cuenta,0.0800,"6,9800"
zardoya_otis,10/01/2019,2018,A Cuenta,0.0800,"6,9800"
zardoya_otis,10/10/2018,2018,A Cuenta,0.0800,"6,9800"
zardoya_otis,10/07/2018,2018,A Cuenta,0.0800,"6,9800"
zardoya_otis,10/04/2018,2018,A Cuenta,0.0800,"6,9800"
zardoya_otis,10/01/2018,2017,A Cuenta,0.0800,"6,9800"
zardoya_otis,10/10/2017,2017,A Cuenta,0.0800,"6,9800"
zardoya_otis,10/04/2017,2017,A Cuenta,0.0800,"6,9800"
zardoya_otis,10/01/2017,2016,A Cuenta,0.0800,"6,9800"
zardoya_otis,10/10/2016,2016,A Cuenta,0.0800,"6,9800"
zardoya_otis,11/04/2016,2016,A Cuenta,0.0800,"6,9800"
zardoya_otis,11/01/2016,2015,A Cuenta,0.0800,"6,9800"
zardoya_otis,13/10/2015,2015,A Cuenta,0.0800,"6,9800"
zardoya_otis,10/04/2015,2015,A Cuenta,0.0850,"6,9800"
zardoya_otis,12/01/2015,2014,A Cuenta,0.0850,"6,9800"
zardoya_otis,10/10/2014,2014,A Cuenta,0.0900,"6,9800"
zardoya_otis,10/04/2014,2014,A Cuenta,0.0900,"6,9800"
zardoya_otis,10/01/2014,2013,A Cuenta,0.0900,"6,9800"
zardoya_otis,10/10/2013,2013,A Cuenta,0.0900,"6,9800"
zardoya_otis,10/04/2013,2013,A Cuenta,0.1000,"6,9800"
zardoya_otis,10/12/2012,2012,A Cuenta,0.1100,"6,9800"
zardoya_otis,10/09/2012,2012,A Cuenta,0.1200,"6,9800"
zardoya_otis,11/06/2012,2011,A Cuenta,0.1200,"6,9800"
zardoya_otis,12/03/2012,2012,A Cuenta,0.1200,"6,9800"
zardoya_otis,12/12/2011,2011,A Cuenta,0.1250,"6,9800"
zardoya_otis,12/09/2011,2011,A Cuenta,0.1350,"6,9800"
zardoya_otis,10/06/2011,2010,A Cuenta,0.1350,"6,9800"
zardoya_otis,10/03/2011,2011,A Cuenta,0.1400,"6,9800"
zardoya_otis,10/12/2010,2010,A Cuenta,0.1400,"6,9800"
zardoya_otis,10/09/2010,2010,A Cuenta,0.1400,"6,9800"
zardoya_otis,10/06/2010,2010,A Cuenta,0.1400,"6,9800"
zardoya_otis,10/03/2010,2009,A Cuenta,0.1500,"6,9800"
zardoya_otis,10/12/2009,2009,A Cuenta,0.1500,"6,9800"
zardoya_otis,10/09/2009,2009,A Cuenta,0.1500,"6,9800"
zardoya_otis,10/06/2009,2009,A Cuenta,0.1500,"6,9800"
zardoya_otis,10/03/2009,2008,Complementario,0.1600,"6,9800"
zardoya_otis,10/12/2008,2008,A Cuenta,0.1600,"6,9800"
zardoya_otis,10/09/2008,2008,A Cuenta,0.1600,"6,9800"
zardoya_otis,10/06/2008,2008,A Cuenta,0.1600,"6,9800"
zardoya_otis,10/03/2008,2008,A Cuenta,0.1600,"6,9800"
zardoya_otis,10/12/2007,2007,A Cuenta,0.1600,"6,9800"
zardoya_otis,10/09/2007,2007,A Cuenta,0.1600,"6,9800"
zardoya_otis,11/06/2007,2007,A Cuenta,0.1600,"6,9800"
zardoya_otis,12/03/2007,2007,A Cuenta,0.1600,"6,9800"
cash,27/12/2019,2019,A Cuenta,0.0145,"1,4900"
cash,10/09/2019,2018,Complementario,0.0197,"1,4900"
cash,12/06/2019,2018,A Cuenta,0.0197,"1,4900"
cash,13/03/2019,2018,A Cuenta,0.0197,"1,4900"
cash,28/12/2018,2018,A Cuenta,0.0197,"1,4900"
cash,12/09/2018,2017,Complementario,0.0143,"1,4900"
cash,14/06/2018,2017,A Cuenta,0.0143,"1,4900"
cash,14/03/2018,2017,A Cuenta,0.0143,"1,4900"
cash,27/12/2017,2017,A Cuenta,0.0286,"1,4900"
zardoya_otis,11/12/2006,2006,A Cuenta,0.1550,"6,9800"
zardoya_otis,11/09/2006,2006,A Cuenta,0.1550,"6,9800"
zardoya_otis,12/06/2006,2006,A Cuenta,0.1550,"6,9800"
zardoya_otis,10/03/2006,2005,A Cuenta,0.1550,"6,9800"
zardoya_otis,10/12/2005,2005,A Cuenta,0.1500,"6,9800"
zardoya_otis,12/09/2005,2005,A Cuenta,0.1500,"6,9800"
zardoya_otis,10/06/2005,2005,A Cuenta,0.1450,"6,9800"
zardoya_otis,10/03/2005,2004,A Cuenta,0.1450,"6,9800"
zardoya_otis,10/12/2004,2004,A Cuenta,0.1450,"6,9800"
zardoya_otis,10/09/2004,2004,A Cuenta,0.1450,"6,9800"
zardoya_otis,10/06/2004,2004,A Cuenta,0.1450,"6,9800"
zardoya_otis,10/03/2004,2003,Complementario,0.1450,"6,9800"
zardoya_otis,10/12/2003,2003,A Cuenta,0.1350,"6,9800"
zardoya_otis,10/09/2003,2003,A Cuenta,0.1350,"6,9800"
zardoya_otis,10/06/2003,2003,A Cuenta,0.1350,"6,9800"
zardoya_otis,10/03/2003,2002,Complementario,0.1350,"6,9800"
zardoya_otis,10/12/2002,2002,A Cuenta,0.1300,"6,9800"
zardoya_otis,10/09/2002,2002,A Cuenta,0.1300,"6,9800"
zardoya_otis,10/06/2002,2002,A Cuenta,0.1300,"6,9800"
zardoya_otis,11/03/2002,2001,Complementario,0.1200,"6,9800"
zardoya_otis,10/12/2001,2001,A Cuenta,0.1200,"6,9800"
zardoya_otis,10/09/2001,2001,A Cuenta,0.1200,"6,9800"
zardoya_otis,11/06/2001,2001,A Cuenta,0.1200,"6,9800"
zardoya_otis,12/03/2001,2000,Complementario,0.1200,"6,9800"
zardoya_otis,11/12/2000,2000,A Cuenta,0.1200,"6,9800"
zardoya_otis,11/09/2000,2000,A Cuenta,0.1200,"6,9800"
zardoya_otis,10/06/2000,2000,A Cuenta,0.1200,"6,9800"
zardoya_otis,10/03/2000,1999,Complementario,0.1202,"6,9800"
urbas,,,,0.0000,"0,0070"
vertice_360,,,,0.0000,"0,0028"
vidrala,19/07/2019,2018,Complementario,0.2917,"96,9000"
vidrala,12/07/2019,2018,Complementario,0.2917,"96,9000"
vidrala,14/02/2019,2018,A Cuenta,0.7664,"96,9000"
vidrala,14/12/2018,2018,A Cuenta,0.7664,"96,9000"
vidrala,13/07/2018,2017,Complementario,0.2652,"96,9000"
vidrala,14/02/2018,2017,A Cuenta,0.6967,"96,9000"
vidrala,14/12/2017,2017,A Cuenta,0.6967,"96,9000"
vidrala,14/07/2017,2016,Complementario,0.2210,"96,9000"
vidrala,14/02/2017,2016,A Cuenta,0.5806,"96,9000"
vidrala,14/07/2016,2015,Complementario,0.1922,"96,9000"
vidrala,15/02/2016,2015,A Cuenta,0.5278,"96,9000"
vidrala,14/07/2015,2014,Complementario,0.1748,"96,9000"
vidrala,13/02/2015,2014,A Cuenta,0.4798,"96,9000"
vidrala,14/07/2014,2013,Complementario,0.1748,"96,9000"
vidrala,14/02/2014,2013,A Cuenta,0.4798,"96,9000"
vidrala,15/07/2013,2012,Complementario,0.1520,"96,9000"
vidrala,14/02/2013,2012,A Cuenta,0.4172,"96,9000"
vidrala,13/07/2012,2011,Complementario,0.1448,"96,9000"
vidrala,14/02/2012,2011,A Cuenta,0.3973,"96,9000"
vidrala,14/07/2011,2010,Complementario,0.1448,"96,9000"
vidrala,15/02/2011,2010,A Cuenta,0.3973,"96,9000"
vidrala,14/07/2010,2009,Complementario,0.1379,"96,9000"
vidrala,15/02/2010,2009,A Cuenta,0.3784,"96,9000"
vidrala,14/07/2009,2008,Complementario,0.1313,"96,9000"
vidrala,16/02/2009,2008,A Cuenta,0.3604,"96,9000"
vidrala,15/07/2008,2007,Complementario,0.1250,"96,9000"
vidrala,14/02/2008,2007,A Cuenta,0.3432,"96,9000"
vidrala,16/07/2007,2006,Complementario,0.1109,"96,9000"
vidrala,14/02/2007,2006,A Cuenta,0.3432,"96,9000"
vidrala,14/07/2006,2005,Complementario,0.1094,"96,9000"
vidrala,14/02/2006,2005,A Cuenta,0.3432,"96,9000"
vidrala,12/07/2005,2004,Complementario,0.1000,"96,9000"
vidrala,24/02/2005,2004,A Cuenta,0.3300,"96,9000"
vidrala,12/07/2004,2003,Complementario,0.0885,"96,9000"
vidrala,16/02/2004,2003,A Cuenta,0.3200,"96,9000"
vidrala,10/07/2003,2002,Complementario,0.0807,"96,9000"
vidrala,14/02/2003,2002,A Cuenta,0.3000,"96,9000"
vidrala,15/07/2002,2001,Complementario,0.0800,"96,9000"
vidrala,14/02/2002,2001,A Cuenta,0.2800,"96,9000"
vidrala,25/06/2001,2000,Complementario,10.9300,"96,9000"
vidrala,15/02/2001,2000,A Cuenta,44.0000,"96,9000"
vidrala,26/06/2000,1999,Complementario,11.0500,"96,9000"
vidrala,15/02/2000,1999,A Cuenta,44.0000,"96,9000"
unicaja,10/05/2019,2018,Unico,0.0379,"0,9335"
unicaja,10/05/2018,2017,Unico,0.0215,"0,9335"
talgo,30/06/2017,2016,A Cuenta,0.0720,"5,9400"
tecnicas_reu,13/07/2018,2017,Complementario,0.2633,"21,8000"
tecnicas_reu,18/01/2018,2017,A Cuenta,0.6670,"21,8000"
tecnicas_reu,18/12/2017,2017,A Cuenta,0.6670,"21,8000"
tecnicas_reu,10/07/2017,2016,Complementario,0.7289,"21,8000"
tecnicas_reu,19/01/2017,2016,A Cuenta,0.6670,"21,8000"
tecnicas_reu,14/07/2016,2015,Complementario,0.7289,"21,8000"
tecnicas_reu,12/01/2016,2015,A Cuenta,0.6670,"21,8000"
tecnicas_reu,15/07/2015,2014,Complementario,0.7286,"21,8000"
tecnicas_reu,15/01/2015,2014,A Cuenta,0.6670,"21,8000"
tecnicas_reu,15/07/2014,2013,Complementario,0.7286,"21,8000"
tecnicas_reu,16/01/2014,2013,A Cuenta,0.6670,"21,8000"
tecnicas_reu,11/07/2013,2012,Complementario,0.7286,"21,8000"
tecnicas_reu,17/01/2013,2012,A Cuenta,0.6670,"21,8000"
tecnicas_reu,11/07/2012,2011,Complementario,0.6880,"21,8000"
tecnicas_reu,20/01/2012,2011,A Cuenta,0.6670,"21,8000"
tecnicas_reu,15/07/2011,2010,Complementario,0.6800,"21,8000"
tecnicas_reu,19/01/2011,2010,A Cuenta,0.6600,"21,8000"
tecnicas_reu,09/07/2010,2009,Complementario,0.6800,"21,8000"
tecnicas_reu,12/01/2010,2009,A Cuenta,0.6600,"21,8000"
tecnicas_reu,02/07/2009,2008,Complementario,0.6500,"21,8000"
tecnicas_reu,21/01/2009,2008,A Cuenta,0.6400,"21,8000"
tecnicas_reu,22/07/2008,2007,Complementario,0.5244,"21,8000"
tecnicas_reu,22/01/2008,2007,A Cuenta,0.4500,"21,8000"
tecnicas_reu,17/07/2007,2006,Complementario,0.3400,"21,8000"
